Source,Target,Weight,Type
104,155,0.24080471267893347,Undirected
104,156,0.45075233698880984,Undirected
105,108,0.22232635545239232,Undirected
105,109,0.2597568457991817,Undirected
105,143,0.46052854450412817,Undirected
105,155,0.2514290009188163,Undirected
105,156,0.4147647293155229,Undirected
106,147,0.24898640152400503,Undirected
106,151,0.23600030621140267,Undirected
106,155,0.20987351179858849,Undirected
108,109,0.3592989882897412,Undirected
108,116,0.2423017437057363,Undirected
108,118,0.2322503759683519,Undirected
108,137,0.20252554854091243,Undirected
109,112,0.20107104242227497,Undirected
109,116,0.27232931654235926,Undirected
109,118,0.6228824297817098,Undirected
109,119,0.20905465666490283,Undirected
109,121,0.27040544943610123,Undirected
109,122,0.30281318594156004,Undirected
109,123,0.36876104415676736,Undirected
109,133,0.20293346315476615,Undirected
109,137,0.20209797472115476,Undirected
109,143,0.20517142094097737,Undirected
109,155,0.23889297396185705,Undirected
110,144,0.21047447246728904,Undirected
110,147,0.21941566372819776,Undirected
111,153,0.46142482444515437,Undirected
111,154,0.3339419805652924,Undirected
111,155,0.2762224523666053,Undirected
111,157,0.2610515309728863,Undirected
111,158,0.263946611851016,Undirected
111,164,0.2242430144132764,Undirected
112,126,0.6829735805851956,Undirected
112,144,0.29203366082570675,Undirected
112,145,0.2723025503201457,Undirected
112,146,0.394271870152687,Undirected
113,137,0.27875501461912633,Undirected
114,124,0.24653937043316518,Undirected
114,167,0.271467994094697,Undirected
115,125,0.22038264288100323,Undirected
115,127,0.6957073654825703,Undirected
116,117,0.25161288137934135,Undirected
116,135,0.20742943597568125,Undirected
116,155,0.2530998727687035,Undirected
117,127,0.20675942571516148,Undirected
117,144,0.2550872876301681,Undirected
117,147,0.2883810902575309,Undirected
118,119,0.30664696803100605,Undirected
118,121,0.2819305499555284,Undirected
118,122,0.27854240044846884,Undirected
118,123,0.26504854903046965,Undirected
119,123,0.21847678282666497,Undirected
120,154,0.21358774208848752,Undirected
122,123,0.4056934572548126,Undirected
122,138,0.2939722044097645,Undirected
123,138,0.25340080273316573,Undirected
124,129,0.27560986114148883,Undirected
126,145,0.20930801926983955,Undirected
126,146,0.44003551402212676,Undirected
128,137,0.21550265849654643,Undirected
131,135,0.20688661609510428,Undirected
135,137,0.2602616546986292,Undirected
141,148,0.3161927995708718,Undirected
141,163,0.2168501155340907,Undirected
141,171,0.4939862243934751,Undirected
143,156,0.5007809902171865,Undirected
144,145,0.2531915687221367,Undirected
145,146,0.21309193335020515,Undirected
147,148,0.21586782261124562,Undirected
148,150,0.22943375892935178,Undirected
148,171,0.2331861674801512,Undirected
150,152,0.20437332987511198,Undirected
150,176,0.5293916755713155,Undirected
151,153,0.21398419689514755,Undirected
151,173,0.38959478921141527,Undirected
152,157,0.27385247535305873,Undirected
152,161,0.4769909568393462,Undirected
152,163,0.4285777983141406,Undirected
152,167,0.2457485335796679,Undirected
152,168,0.21844213432802526,Undirected
152,169,0.2950050106023354,Undirected
152,171,0.20638082331905377,Undirected
153,154,0.43463154121136516,Undirected
153,155,0.24158005513081643,Undirected
153,157,0.25224475364338744,Undirected
153,158,0.3632417844875921,Undirected
153,164,0.2724145440063066,Undirected
154,155,0.20668157553687852,Undirected
154,157,0.23769974487781204,Undirected
154,158,0.3091785531369798,Undirected
154,164,0.26349419651605155,Undirected
155,156,0.2601132504131512,Undirected
155,158,0.2355526873642027,Undirected
155,167,0.20809622111587134,Undirected
156,171,0.21778091989780077,Undirected
157,158,0.4399149227568852,Undirected
157,161,0.3190463663941014,Undirected
157,164,0.3048128005656886,Undirected
158,159,0.32262946847067303,Undirected
158,161,0.22066138050484513,Undirected
158,164,0.3656078801169582,Undirected
161,163,0.4533501928579235,Undirected
161,164,0.255592268569815,Undirected
163,168,0.4405821084979347,Undirected
163,169,0.4830078598435748,Undirected
166,167,0.205498716511482,Undirected
168,169,0.4268998753891852,Undirected
